State,Year,Gross_Enrollment_Primary,Gross_Enrollment_Secondary,Gross_Enrollment_Higher,Literacy_Rate_Youth,Literacy_Rate_Adult,Dropout_Rate_Primary,Dropout_Rate_Secondary,Education_Expenditure_GDP
Assam,2007,77.99,77.98,31.81,72.65,51.02,9.50,8.75,2.57
Assam,2007,90.07,59.12,72.69,74.81,65.90,4.83,11.35,2.91
Assam,2007,90.65,89.39,21.82,80.49,,11.38,29.26,6.98
Assam,2008,70.86,51.81,20.17,74.40,64.60,7.21,15.12,6.74
Assam,2008,88.80,75.73,25.01,93.98,65.79,6.77,15.51,4.27
Assam,2008,77.78,90.70,35.04,88.75,66.67,,10.90,6.64
Assam,2008,71.81,91.51,72.77,82.21,73.68,12.56,8.46,6.10
Assam,2008,70.90,76.67,51.19,93.59,82.49,13.44,27.18,4.74
Assam,2008,96.21,53.37,51.27,68.91,51.30,10.84,22.05,5.80
Assam,2008,73.16,88.90,47.71,74.28,85.43,13.63,22.24,6.86
Assam,2008,95.92,77.67,30.22,82.82,82.92,4.84,21.37,2.73
Assam,2008,74.48,60.00,72.14,87.93,73.95,4.74,13.54,5.66
Assam,2008,82.27,71.45,21.86,68.62,96.28,14.73,15.65,6.84
Assam,2009,78.90,64.11,53.73,84.72,94.33,12.27,26.42,7.40
Assam,2009,76.45,75.73,59.82,78.14,90.72,,19.23,5.01
Assam,2009,73.87,88.05,62.58,79.15,92.66,6.57,20.85,5.99
Assam,2009,97.48,58.25,26.28,81.31,54.43,13.63,7.50,5.89
Assam,2009,87.69,67.47,78.95,67.25,,,22.27,6.57
Assam,2009,71.08,94.63,78.67,76.37,63.97,3.90,13.23,4.54
Assam,2009,92.40,79.09,64.78,90.11,72.84,6.37,12.07,6.24
Assam,2009,97.38,50.64,66.64,94.02,80.29,14.14,19.75,3.82
Assam,2009,97.19,53.26,54.29,91.17,55.54,3.52,14.15,4.01
Assam,2009,73.92,77.49,59.73,88.90,75.55,14.39,27.01,7.77
Assam,2010,92.89,65.30,21.93,88.21,56.55,5.82,17.51,6.24
Assam,2010,90.14,63.95,59.67,79.88,91.13,7.10,16.71,4.88
Assam,2010,79.82,71.38,60.89,95.44,73.70,3.42,14.22,5.53
Assam,2010,71.11,80.93,79.53,96.25,82.80,12.94,11.39,5.92
Assam,2010,99.10,88.74,49.74,91.82,95.31,4.81,24.83,3.98
Assam,2010,75.35,82.43,26.36,70.37,76.66,12.85,11.71,7.13
Assam,2010,89.40,51.82,38.86,73.96,57.20,7.07,13.87,6.51
Assam,2010,74.36,52.69,49.75,65.03,87.81,8.58,17.20,4.49
Assam,2010,70.48,53.76,47.83,70.10,87.38,5.57,7.45,3.79
Assam,2010,74.25,64.57,35.18,92.21,90.48,4.51,8.10,5.99
Assam,2011,70.20,68.62,62.71,93.17,52.99,10.85,12.22,2.91
Assam,2011,92.11,83.36,69.73,77.84,50.64,5.38,16.70,6.32
Assam,2011,85.73,57.42,55.50,79.93,88.78,10.98,7.79,5.19
Assam,2011,93.77,59.99,47.70,96.98,77.42,7.51,5.17,3.23
Assam,2011,80.91,91.54,36.61,83.26,77.30,8.86,16.94,4.35
Assam,2011,85.85,79.54,19.40,91.56,74.60,10.54,24.30,7.31
Assam,2011,77.77,79.72,21.68,65.68,54.60,6.15,5.78,5.97
Assam,2011,71.38,59.75,41.52,78.01,56.29,14.92,12.11,6.47
Assam,2011,81.63,90.54,37.22,65.29,74.82,8.82,8.00,3.79
Assam,2011,84.69,73.87,59.77,66.27,78.11,2.04,11.63,5.25
Assam,2012,75.08,80.12,39.37,86.20,97.88,14.83,13.84,5.27
Assam,2012,83.57,66.99,34.17,98.80,85.21,7.05,25.73,5.19
Assam,2012,76.71,61.13,50.00,74.90,57.06,14.93,27.51,5.99
Assam,2012,90.28,73.34,72.33,84.31,56.09,6.77,16.15,7.64
Assam,2012,92.73,63.94,61.72,71.64,69.59,12.48,20.30,7.04
Assam,2012,76.07,74.54,43.18,83.92,56.51,6.70,21.67,5.57
Assam,2012,98.32,92.06,38.41,76.96,76.64,3.24,12.58,3.77
Assam,2012,81.53,57.70,72.69,94.72,91.40,7.08,6.42,3.09
Assam,2012,96.22,94.39,68.08,89.81,78.25,12.01,28.68,5.81
Assam,2012,87.52,65.01,74.17,85.80,82.47,2.08,17.47,4.87
Assam,2013,99.30,80.16,57.89,96.26,97.77,4.57,25.26,3.39
Assam,2013,88.70,71.08,55.87,88.05,79.73,5.82,25.92,5.53
Assam,2013,78.51,73.76,59.35,69.26,67.00,12.42,10.92,5.21
Assam,2013,91.85,88.97,40.54,89.03,85.14,5.90,29.20,7.26
Assam,2013,91.53,69.42,71.14,88.47,81.59,4.87,15.20,4.89
Assam,2013,72.58,63.85,45.75,90.05,85.69,8.38,7.92,4.11
Assam,2013,75.40,70.92,58.60,97.80,97.96,14.39,22.96,6.61
Assam,2013,98.55,70.06,42.07,80.66,81.67,12.08,26.76,5.01
Assam,2013,76.96,59.99,61.50,71.11,69.17,5.80,9.22,5.69
Assam,2013,75.88,84.55,35.46,76.65,62.10,7.65,16.59,5.41
Assam,2014,88.28,51.75,54.80,68.05,84.10,7.07,25.94,7.68
Assam,2014,87.70,58.87,75.28,79.72,58.01,11.92,10.48,3.29
Assam,2014,87.09,79.54,22.51,81.18,67.14,14.65,6.24,4.14
Assam,2014,94.75,53.42,51.49,78.60,88.71,2.72,9.93,5.19
Assam,2014,94.62,81.70,43.62,94.87,56.61,5.38,17.24,2.84
Assam,2014,98.32,90.88,45.29,69.83,58.55,6.91,10.25,2.96
Assam,2014,78.74,85.05,65.44,81.69,54.63,13.94,21.72,3.86
Assam,2014,89.06,71.32,46.56,90.02,79.46,3.04,6.63,4.18
Assam,2014,89.54,58.78,60.77,91.29,55.97,10.46,29.04,3.56
Assam,2014,87.73,52.34,63.64,81.26,84.62,12.52,18.09,3.95
Assam,2015,96.01,55.56,40.01,76.37,91.54,8.21,29.91,6.55
Assam,2015,77.59,56.10,45.14,89.42,58.12,3.69,20.37,3.77
Assam,2015,90.42,74.36,57.08,74.36,63.37,12.42,22.96,5.69
Assam,2015,95.69,84.65,53.38,96.23,,10.93,29.07,4.21
Assam,2015,70.21,89.26,18.66,87.19,68.10,4.64,27.46,6.60
Assam,2015,92.08,87.65,61.53,86.76,60.94,13.09,23.74,5.35
Assam,2015,94.85,83.40,70.66,82.25,79.98,13.11,10.81,4.94
Assam,2015,70.48,59.57,30.24,76.10,63.53,9.67,27.14,6.00
Assam,2015,88.96,59.85,38.51,91.86,85.47,9.50,8.62,6.92
Assam,2015,89.43,61.89,28.80,69.45,61.61,4.05,20.43,5.79
Assam,2016,94.44,91.11,29.97,84.98,53.76,3.56,21.36,5.18
Assam,2016,73.83,89.24,20.39,71.42,63.29,14.94,15.42,5.26
Assam,2016,95.24,71.89,78.19,92.09,69.27,6.96,28.24,6.26
Assam,2016,86.83,57.16,35.75,83.97,50.87,7.69,23.90,3.40
Assam,2016,88.52,57.95,67.41,87.38,66.04,6.89,8.90,7.09
Assam,2016,96.50,50.71,19.35,70.49,51.44,10.56,20.85,3.66
Assam,2016,98.60,81.21,53.05,75.96,70.79,3.16,29.95,6.65
Assam,2016,85.13,61.58,29.72,83.68,53.37,,19.02,7.56
Assam,2016,73.22,76.24,70.15,97.45,,10.81,10.01,2.90
Assam,2016,71.09,83.27,61.31,67.71,93.52,8.79,27.61,7.46
Assam,2017,74.04,84.87,47.77,96.58,59.99,10.95,29.73,6.16
Assam,2017,75.40,51.37,36.77,74.05,,,23.32,2.59
Assam,2017,76.58,66.83,54.51,98.52,67.01,2.72,9.87,7.44
Assam,2017,73.73,56.07,22.30,94.14,60.08,10.36,17.90,5.49
Assam,2017,71.29,94.71,16.74,66.71,,12.81,11.43,5.10
Assam,2017,88.24,58.75,60.13,91.70,90.82,3.74,16.39,7.71
Assam,2017,85.08,91.51,43.60,93.47,73.80,3.39,8.70,2.76
Assam,2017,89.51,83.25,55.41,78.14,60.41,14.03,17.87,5.15
Assam,2017,95.62,88.81,30.12,68.22,96.83,7.54,5.06,5.24
Assam,2017,98.29,91.18,76.11,66.09,84.17,4.94,9.69,6.90
Assam,2018,71.27,86.10,23.89,71.00,72.91,7.14,17.15,7.67
Assam,2018,75.19,68.90,44.36,85.44,62.77,11.98,7.46,5.58
Assam,2018,94.78,77.69,56.97,81.92,93.66,11.02,14.55,3.81
Assam,2018,99.78,68.30,73.41,70.80,70.42,14.49,7.28,5.77
Assam,2018,95.38,88.52,57.39,72.49,85.07,14.72,18.15,3.93
Assam,2018,76.25,82.36,53.18,85.82,64.69,4.02,20.59,5.72
Assam,2018,80.42,72.04,78.36,90.96,90.88,8.57,18.15,3.62
Assam,2018,92.27,68.41,22.05,70.88,88.96,5.36,11.61,7.61
Assam,2018,74.31,62.26,53.61,90.60,63.18,13.32,7.73,3.64
Assam,2018,96.64,81.68,19.75,81.45,74.91,14.12,15.53,4.96
Assam,2019,76.33,53.49,79.80,74.17,56.77,11.09,25.54,2.85
Assam,2019,71.41,79.68,53.24,87.54,74.27,12.63,18.67,7.55
Assam,2019,82.22,69.59,70.18,68.66,77.12,11.44,23.76,5.75
Assam,2019,97.28,66.64,66.93,66.08,,6.49,21.79,4.26
Assam,2019,77.77,57.92,28.24,91.14,69.78,7.27,29.17,4.96
Assam,2019,82.02,67.83,50.50,84.86,61.91,12.32,17.41,2.54
Assam,2019,77.51,51.70,67.47,98.19,53.68,14.19,13.98,7.68
Assam,2019,93.57,51.26,19.25,82.88,56.22,7.99,28.87,4.12
Assam,2019,88.89,58.72,31.90,94.20,88.94,12.26,24.27,5.03
Assam,2019,73.02,67.70,25.31,78.29,64.28,9.79,14.04,6.38
Assam,2020,72.73,80.95,58.71,97.32,67.83,5.97,9.31,3.96
Assam,2020,78.53,57.10,32.69,68.43,94.48,,12.71,3.86
Assam,2020,88.02,91.22,48.06,65.10,60.51,13.99,5.43,4.67
Assam,2020,84.33,60.46,53.98,73.97,62.25,12.50,8.86,2.53
Assam,2020,91.15,85.15,58.13,86.30,81.96,5.53,14.56,5.89
Assam,2020,82.19,74.00,46.62,89.42,,13.75,14.51,5.39
Assam,2020,96.00,65.01,31.46,83.48,53.78,8.91,12.59,4.61
Assam,2020,83.38,75.99,64.85,90.36,,5.91,13.71,3.53
Assam,2020,94.25,74.57,37.21,85.68,85.51,6.61,16.65,2.85
Assam,2020,83.01,69.02,56.11,84.46,70.26,2.22,20.52,7.34
Assam,2021,74.17,60.01,50.05,73.02,51.66,7.23,12.19,3.95
Assam,2021,73.88,55.64,67.41,89.30,56.22,4.86,23.68,4.01
Assam,2021,75.76,88.65,35.77,74.82,,11.99,9.33,4.60
Assam,2021,80.22,61.17,52.69,88.97,89.02,6.52,25.31,5.06
Assam,2021,86.43,77.11,75.94,84.01,50.27,13.32,12.12,5.26
Assam,2021,90.60,69.33,55.76,93.00,66.36,9.39,24.44,6.43
Assam,2021,82.23,69.49,37.67,88.77,,14.58,24.47,4.14
Assam,2021,92.03,93.36,31.49,67.81,93.93,5.36,23.04,2.83
Assam,2021,90.87,73.96,77.11,66.26,64.02,2.90,26.98,5.77
Assam,2021,84.67,67.94,35.52,91.25,52.94,10.41,25.57,7.49
Assam,2022,88.02,56.36,22.61,86.71,90.85,2.87,7.65,5.61
Assam,2022,76.44,55.24,50.46,94.31,82.89,12.64,11.66,7.37
Assam,2022,84.14,62.05,31.92,84.30,53.79,,11.79,4.35
Assam,2022,90.78,76.57,67.63,66.39,94.58,6.30,27.83,3.09
Assam,2022,80.75,53.56,54.31,65.90,74.06,9.85,23.31,7.95
Assam,2022,80.23,82.92,75.57,98.13,95.40,13.43,29.77,4.57
Assam,2022,75.05,52.05,28.94,91.48,80.32,4.92,23.55,3.28
Assam,2022,99.18,56.76,73.93,76.60,69.97,8.09,20.67,7.97
Assam,2022,77.65,67.93,47.79,75.98,96.89,,16.97,6.63
Assam,2022,86.30,78.13,78.78,66.39,74.58,3.28,8.72,5.86
Assam,2023,85.43,59.82,47.10,65.03,91.41,2.16,5.18,5.86
Assam,2023,77.56,58.85,55.70,92.97,67.38,7.62,7.89,3.34
Assam,2023,76.06,60.56,43.86,66.55,73.99,14.07,5.61,5.97
Assam,2023,73.95,51.95,56.85,83.78,61.01,12.81,23.39,4.02
Assam,2023,90.26,55.33,60.00,73.12,77.48,4.24,23.15,2.83
Assam,2023,71.24,83.53,78.76,91.47,91.31,2.08,7.95,5.57
Assam,2023,81.22,56.58,24.93,77.33,84.26,2.41,26.30,7.68
Assam,2023,70.46,94.00,38.81,94.56,58.97,7.80,6.10,2.72
Assam,2023,85.89,73.65,63.67,76.62,86.57,8.31,20.95,7.81
Assam,2023,97.17,90.62,79.51,83.73,66.52,5.13,5.85,6.50
Bihar,2000,73.72,53.17,74.11,71.46,89.42,9.08,6.95,7.75
Bihar,2000,75.06,88.43,15.86,82.40,86.93,14.15,27.73,7.01
Bihar,2000,78.53,63.00,39.51,78.37,76.14,4.08,22.28,3.42
Bihar,2000,93.89,83.28,56.96,70.30,,3.14,14.43,4.77
Bihar,2000,98.67,92.91,37.90,66.47,58.60,7.10,28.69,3.28
Bihar,2000,99.44,67.17,65.39,76.65,80.13,4.50,8.65,7.66
Bihar,2000,88.76,86.37,19.49,76.38,65.06,10.26,13.90,3.32
Bihar,2000,81.46,55.95,27.78,73.07,64.40,10.36,20.02,6.33
Bihar,2000,76.12,71.11,67.06,71.13,,13.49,13.57,6.26
Bihar,2000,79.48,52.51,54.64,73.19,68.57,3.05,8.68,4.14
Bihar,2001,70.18,71.77,23.01,75.46,94.45,4.10,29.15,3.63
Bihar,2001,96.53,74.93,49.75,71.65,57.98,13.91,13.20,4.55
Bihar,2001,98.56,83.21,53.83,94.95,52.38,5.34,16.63,3.75
Bihar,2001,82.71,65.40,77.50,80.12,73.47,6.57,27.74,5.63
Bihar,2001,80.26,69.52,70.15,77.35,88.11,14.23,20.58,6.58
Bihar,2001,81.85,52.31,41.12,87.91,71.62,11.74,13.92,5.99
Bihar,2001,86.37,59.18,33.97,90.45,73.16,4.81,29.18,6.43
Bihar,2001,84.25,90.41,49.13,89.05,,7.81,8.09,3.63
Bihar,2001,99.32,60.91,58.12,93.53,76.43,3.99,23.20,5.80
Bihar,2001,99.26,75.81,37.21,87.05,53.29,13.67,7.98,4.30
Bihar,2002,81.81,71.30,70.55,76.56,91.74,3.15,24.42,7.16
Bihar,2002,74.96,81.80,49.80,86.60,59.43,4.75,6.04,4.27
Bihar,2002,90.01,69.59,76.95,89.45,94.65,8.86,11.47,2.79
Bihar,2002,79.08,73.96,51.69,85.42,57.98,6.94,20.43,7.83
Bihar,2002,92.87,76.63,27.48,87.67,79.92,9.83,17.24,5.41
Bihar,2002,75.93,86.23,27.08,67.89,70.94,10.56,15.94,4.02
Bihar,2002,97.99,91.52,47.65,76.15,85.38,,16.87,4.35
Bihar,2002,86.58,83.33,46.53,67.90,96.68,8.73,20.35,3.80
Bihar,2002,72.25,54.78,69.44,73.15,59.36,8.56,24.22,2.84
Bihar,2002,71.09,52.37,69.22,69.01,52.17,7.69,26.10,3.94
Bihar,2003,83.47,75.99,52.11,76.30,65.15,3.39,14.17,3.05
Bihar,2003,99.10,88.93,54.05,88.83,63.69,10.20,16.39,5.15
Bihar,2003,79.54,91.61,18.65,81.51,93.81,9.93,18.66,3.87
Bihar,2003,86.78,73.16,21.47,65.54,96.26,6.90,20.08,2.94
Bihar,2003,87.27,55.68,52.81,91.06,69.51,13.44,21.22,7.45
Bihar,2003,79.29,59.08,74.07,90.85,82.47,5.91,9.60,6.66
Bihar,2003,88.50,51.82,36.20,80.93,57.10,14.80,10.23,3.22
Bihar,2003,82.77,75.44,16.37,66.17,71.40,12.62,27.13,2.98
Bihar,2003,81.64,87.33,23.69,96.80,86.07,14.24,21.92,4.50
Bihar,2003,79.97,81.54,64.75,96.60,59.83,12.37,23.46,2.85
Bihar,2004,79.13,94.23,56.78,89.40,96.88,6.90,25.05,4.89
Bihar,2004,98.43,59.84,36.20,90.71,68.90,9.91,16.11,6.58
Bihar,2004,79.00,71.34,25.92,77.06,69.20,2.75,19.58,7.36
Bihar,2004,89.94,68.87,60.57,78.96,,2.10,22.29,6.14
Bihar,2004,99.37,68.93,47.63,95.94,84.43,9.57,24.95,7.25
Bihar,2004,81.58,93.50,60.32,67.83,91.42,8.25,6.72,5.52
Bihar,2004,76.12,87.19,51.25,66.86,96.65,8.66,12.27,5.08
Bihar,2004,75.78,55.81,34.36,91.52,72.64,4.96,9.15,4.33
Bihar,2004,99.64,71.84,26.65,95.30,72.10,11.23,29.59,2.78
Bihar,2004,78.45,58.29,17.56,65.74,87.18,,16.69,5.83
Bihar,2005,93.51,50.47,64.52,95.37,70.78,8.96,16.92,4.64
Bihar,2005,80.07,77.68,75.25,97.71,74.43,7.89,11.97,7.77
Bihar,2005,78.48,62.56,41.32,98.96,52.64,9.52,7.06,3.35
Bihar,2005,77.76,64.24,20.65,75.31,96.39,,13.37,5.64
Bihar,2005,94.32,92.68,20.94,70.49,96.12,8.99,5.35,3.92
Bihar,2005,91.99,94.79,33.69,83.30,75.60,7.27,9.23,7.88
Bihar,2005,88.10,60.23,50.35,88.63,74.73,14.87,20.28,4.54
Bihar,2005,81.54,65.61,43.07,91.58,73.24,12.32,19.41,4.38
Bihar,2005,76.73,72.70,31.96,65.31,81.12,8.64,16.14,7.82
Bihar,2005,74.18,75.61,71.42,84.83,84.46,6.84,7.31,5.02
Bihar,2006,77.32,93.50,77.28,73.42,66.71,13.64,29.17,4.94
Bihar,2006,90.63,62.31,62.87,66.76,52.37,7.02,13.84,4.24
Bihar,2006,75.77,63.93,78.37,78.98,71.35,9.50,29.58,3.83
Bihar,2006,88.22,53.99,59.00,67.18,,11.61,10.27,7.13
Bihar,2006,83.81,59.79,23.70,97.41,53.49,4.59,13.70,5.91
Bihar,2006,78.69,60.74,28.88,78.98,83.79,4.83,14.17,4.65
Bihar,2006,94.00,60.87,19.42,75.77,62.81,8.58,24.44,7.22
Bihar,2006,90.62,64.08,18.96,88.85,50.47,7.32,13.23,6.31
Bihar,2006,94.35,63.23,44.01,89.72,83.26,14.84,10.63,6.14
Bihar,2006,74.69,83.83,51.94,74.34,72.77,6.34,19.48,7.39
Bihar,2007,85.56,52.30,30.14,81.73,64.89,4.36,17.60,4.28
Bihar,2007,74.00,91.75,71.40,89.06,55.10,12.09,25.20,6.72
Bihar,2007,95.03,75.98,57.02,80.58,75.38,2.45,20.97,2.95
Bihar,2007,86.36,56.00,59.96,92.03,57.84,3.36,8.64,7.32
Bihar,2007,73.20,79.23,71.42,93.16,80.05,2.98,7.81,2.77
Bihar,2007,77.80,67.33,76.29,85.75,90.08,11.23,7.81,6.55
Bihar,2007,80.23,94.90,32.13,74.49,94.67,2.32,22.42,6.49
Bihar,2007,99.27,52.94,68.42,86.97,81.07,3.67,21.25,7.90
Bihar,2007,71.20,66.30,68.72,88.85,72.05,2.72,15.67,5.08
Bihar,2007,79.35,73.64,19.29,98.07,67.28,8.21,13.88,6.25
Bihar,2008,78.04,64.21,23.14,87.29,51.91,9.77,26.74,7.40
Bihar,2008,72.31,80.18,68.38,73.32,70.22,12.90,26.93,3.84
Bihar,2008,73.06,91.00,68.33,90.84,52.34,12.97,15.95,4.38
Bihar,2008,92.70,76.21,27.13,71.40,,2.74,19.69,7.12
Bihar,2008,87.18,86.88,36.24,76.89,78.62,5.56,5.67,6.54
Bihar,2008,92.25,80.39,28.38,76.98,56.05,3.69,21.90,7.22
Bihar,2008,75.52,54.75,67.84,84.68,79.68,12.16,22.58,7.09
Bihar,2008,95.53,62.88,56.63,75.68,95.98,2.43,19.49,3.42
Bihar,2008,77.06,72.25,74.46,72.20,56.92,11.87,17.52,7.51
Bihar,2008,76.99,57.05,59.42,85.19,86.23,6.02,16.20,4.73
Bihar,2009,78.84,65.95,51.70,73.58,93.93,5.45,27.40,3.07
Bihar,2009,75.06,93.57,44.44,97.15,82.49,5.92,9.71,4.17
Bihar,2009,73.14,69.03,66.71,69.81,56.26,10.36,9.93,3.04
Bihar,2009,94.64,65.93,57.63,83.27,,10.87,20.72,3.96
Bihar,2009,96.73,75.63,69.11,98.72,57.85,10.99,21.86,7.89
Bihar,2009,77.31,85.94,21.96,91.54,93.69,6.98,20.77,4.87
Bihar,2009,92.86,92.13,76.15,70.94,91.99,11.59,11.32,2.87
Bihar,2009,89.00,82.45,31.71,89.46,51.35,6.88,20.67,3.30
Bihar,2009,89.57,68.23,53.74,68.65,50.81,13.82,11.74,7.01
Bihar,2009,77.96,79.83,77.75,96.14,74.14,12.34,8.39,7.88
Bihar,2010,78.98,54.51,32.66,92.74,68.16,3.15,13.56,7.90
Bihar,2010,75.00,94.38,68.36,74.57,53.36,2.74,8.01,5.69
Bihar,2010,95.29,70.06,61.06,89.88,58.35,6.70,20.93,2.89
Bihar,2010,99.89,71.35,68.04,79.69,88.23,9.74,27.16,4.76
Bihar,2010,82.52,56.49,21.08,65.57,91.93,5.07,10.29,6.55
Bihar,2010,74.88,93.19,70.35,94.37,,11.91,8.60,2.55
Bihar,2010,83.66,73.31,15.49,79.37,84.47,7.76,23.31,3.78
Bihar,2010,76.32,60.65,55.82,93.22,69.95,5.36,26.68,6.18
Bihar,2010,76.13,78.21,38.32,98.85,73.05,8.32,19.15,7.54
Bihar,2010,91.56,76.38,47.00,71.54,72.27,5.20,27.87,4.34
Bihar,2011,88.95,74.43,23.41,77.78,54.76,10.10,16.17,6.78
Bihar,2011,82.19,91.70,61.18,79.24,74.83,3.09,29.61,6.17
Bihar,2011,73.28,93.46,26.36,87.03,61.78,11.33,24.42,6.20
Bihar,2011,72.36,64.89,31.14,98.59,68.69,11.52,22.12,3.67
Bihar,2011,82.33,60.54,16.28,94.90,96.35,6.44,13.46,2.54
Bihar,2011,74.40,57.18,66.36,85.95,52.15,10.09,12.72,4.53
Bihar,2011,82.01,92.62,41.42,91.24,73.23,13.67,27.69,2.98
Bihar,2011,93.74,59.04,67.33,93.90,63.88,14.38,6.25,3.32
Bihar,2011,89.35,50.76,77.42,66.52,56.87,2.18,19.17,7.63
Bihar,2011,70.40,74.39,44.87,81.96,53.47,10.90,17.58,6.71
Bihar,2012,89.45,57.76,71.71,85.85,57.55,14.51,17.96,2.90
Bihar,2012,94.11,86.80,78.63,82.06,71.84,11.80,8.31,5.51
Bihar,2012,82.54,88.40,70.65,68.37,54.35,5.42,26.87,3.21
Bihar,2012,88.69,66.02,66.28,72.95,80.68,5.06,22.84,7.31
Bihar,2012,87.81,55.72,42.79,70.47,83.62,11.87,7.64,5.28
Bihar,2012,85.41,92.76,49.82,78.40,90.71,8.41,16.80,5.20
Bihar,2012,82.11,65.00,46.98,84.47,61.44,12.32,17.16,4.34
Bihar,2012,98.48,63.73,25.98,80.66,64.74,2.46,13.08,5.49
Bihar,2012,83.42,93.45,39.53,73.78,61.69,,23.99,3.63
Bihar,2012,82.57,84.91,37.02,84.17,59.84,11.65,6.31,7.19
Bihar,2013,80.58,82.52,35.75,95.80,56.08,4.32,17.33,2.95
Bihar,2013,99.29,66.93,75.01,83.52,62.95,11.13,21.47,7.94
Bihar,2013,71.56,55.11,15.25,98.98,88.51,12.23,17.74,4.15
Bihar,2013,81.28,84.03,50.08,67.63,50.87,3.33,15.26,7.63
Bihar,2013,83.99,66.27,22.05,94.78,87.59,4.19,17.81,5.18
Bihar,2013,87.39,74.31,18.27,67.14,58.99,2.42,23.58,6.48
Bihar,2013,74.64,63.55,31.18,77.66,62.22,8.36,15.19,7.93
Bihar,2013,71.58,78.16,18.54,93.44,74.57,8.85,19.04,3.44
Bihar,2013,87.80,59.46,22.56,97.98,51.06,12.44,24.70,4.13
Bihar,2013,90.92,78.93,65.88,96.87,83.21,4.03,11.09,7.13
Bihar,2014,91.10,68.11,74.80,87.11,54.34,14.32,11.46,4.35
Bihar,2014,84.90,55.55,41.06,76.92,87.10,12.44,8.84,4.52
Bihar,2014,93.95,81.83,27.37,77.47,55.08,10.17,8.03,7.92
Bihar,2014,87.36,91.01,51.02,70.93,68.18,12.96,21.11,6.08
Bihar,2014,97.59,54.27,50.37,90.18,86.33,9.89,9.17,6.89
Bihar,2014,83.91,57.83,36.94,65.61,69.22,9.15,20.49,6.15
Bihar,2014,73.61,88.32,25.18,98.14,90.44,8.51,29.54,3.04
Bihar,2014,80.50,91.78,19.27,83.68,78.36,10.49,11.39,4.51
Bihar,2014,94.81,75.32,64.54,89.26,59.96,9.39,26.69,4.88
Bihar,2014,74.28,67.52,76.86,75.87,91.67,13.46,13.75,2.96
Bihar,2015,93.49,69.92,46.54,91.45,68.35,7.76,14.40,4.52
Bihar,2015,80.85,73.59,58.60,74.16,63.32,,23.09,5.67
Bihar,2015,88.54,72.93,50.47,77.22,53.91,4.51,28.77,4.75
Bihar,2015,71.13,82.27,49.98,82.30,61.67,11.68,9.21,3.54
Bihar,2015,77.42,79.04,57.31,93.03,70.05,2.95,11.84,7.89
Bihar,2015,70.22,73.32,17.44,84.35,94.20,14.59,18.51,5.02
Bihar,2015,71.95,70.96,30.62,80.97,71.86,9.57,13.92,3.40
Bihar,2015,89.92,65.23,75.81,96.02,60.05,2.51,23.53,7.05
Bihar,2015,88.02,73.85,16.81,73.39,72.06,10.17,18.93,6.58
Bihar,2015,72.64,68.61,63.76,88.58,97.55,5.61,17.45,4.31
Bihar,2016,90.53,89.71,28.23,94.69,52.87,13.55,13.23,4.23
Bihar,2016,71.43,65.85,70.68,78.47,59.56,7.52,14.64,7.53
Bihar,2016,99.65,70.94,18.79,73.92,70.93,4.04,28.69,6.72
Bihar,2016,91.64,92.36,72.31,82.52,87.18,9.31,18.82,3.13
Bihar,2016,78.07,50.95,61.98,66.10,78.57,9.01,29.22,5.16
Bihar,2016,95.23,94.86,42.97,75.89,,4.49,20.39,4.73
Bihar,2016,77.96,80.87,76.67,74.11,88.95,2.72,18.45,2.89
Bihar,2016,89.74,87.08,57.09,97.94,84.27,14.02,17.93,3.14
Bihar,2016,87.77,71.71,55.47,65.34,59.35,8.39,28.76,4.61
Bihar,2016,88.11,63.45,41.70,72.40,96.37,3.70,14.30,2.64
Bihar,2017,76.04,53.60,45.84,65.34,54.07,12.50,24.29,7.53
Bihar,2017,71.57,85.23,69.96,92.17,74.41,5.03,26.13,6.50
Bihar,2017,76.77,59.53,66.52,71.35,53.20,14.98,5.62,7.09
Bihar,2017,86.64,90.57,75.20,65.31,53.62,5.25,21.73,7.39
Bihar,2017,75.65,86.22,77.88,74.13,73.75,3.12,18.98,5.27
Bihar,2017,80.02,73.48,53.07,65.29,86.53,11.27,14.16,2.79
Bihar,2017,77.20,64.56,26.95,84.62,57.43,6.63,22.43,5.58
Bihar,2017,86.86,50.26,20.10,94.96,53.74,11.19,28.00,3.99
Bihar,2017,96.45,92.39,63.07,67.95,82.12,7.33,16.77,2.77
Bihar,2017,83.62,63.57,39.96,94.05,85.95,5.54,7.94,3.89
Bihar,2018,86.00,76.84,38.79,92.44,75.12,3.52,8.23,5.45
Bihar,2018,96.09,84.38,31.11,66.24,54.89,11.47,9.99,4.54
Bihar,2018,73.40,68.29,46.53,83.39,89.28,4.23,25.20,6.31
Bihar,2018,82.36,56.23,58.27,82.84,80.69,6.39,27.67,5.73
Bihar,2018,92.69,85.74,47.15,95.42,62.85,7.34,27.46,7.43
Bihar,2018,72.66,88.92,35.84,71.06,61.49,7.43,11.28,4.26
Bihar,2018,87.17,69.88,37.54,90.38,92.89,11.84,13.30,6.59
Bihar,2018,80.37,86.35,31.01,67.15,56.32,13.16,20.84,3.89
Bihar,2018,89.66,60.49,71.19,75.52,83.32,2.21,14.32,4.43
Bihar,2018,93.70,59.80,59.01,92.31,76.97,11.63,21.55,4.46
